Model,Threshold,TP,FP,TN,FN,Accuracy,Precision,Recall,F1-score,False alarm rate,Warning workload,Warning workload percentage,False alarms,Missed hazardous cases
SVM,0.69999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.70999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.71999999999999997,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.72999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.73999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.75,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.76000000000000001,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.77000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.78000000000000003,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.79000000000000004,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.80000000000000004,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.81000000000000005,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.81999999999999995,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.82999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.83999999999999997,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.84999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.85999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.87,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.88,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.89000000000000001,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.90000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.91000000000000003,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.92000000000000004,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.93000000000000005,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.93999999999999995,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.94999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.95999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.96999999999999997,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.97999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.98999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
